RL100-Code;RL100-Langname;RL100-Kurzname;Typ Lang;Betriebszustand;PLC;Datum ab;Datum bis;Niederlassung
LRG;Roßlau (Elbe) Gbf;Roßlau(Elbe) Gbf;Bft;Betrieb;DE19024;20200401;;4
LRG A;Roßlau (Elbe) Gbf Ra;Roßlau Gbf Ra;Bft;Betrieb;DE21710;20170318;;4
LRG O;Roßlau (Elbe) Gbf Ostseite;Roßlau Gbf Ost;Bft;Betrieb;DE19025;20081214;;4
LRH;Raguhn;Raguhn;Hp;Betrieb;DE18608;20200401;;4
LRHU;Raguhn Üst;Raguhn Üst;Üst;Betrieb;DE18609;20200401;;4
LRI;Rätzlingen;Rätzlingen;Bf;Betrieb;DE18670;20081214;;4
LRIB;Riebau;Riebau;vp-Hp;a.B.;DE18871;20160209;;4
LRIG;Ritze DB-Grenze;Ritze DB-Grenze;Gp;Betrieb;DE18915;20081214;;4
LRIK;Ribbeck;Ribbeck;Abzw;Betrieb;DE18862;20200401;;4
LRIT;Ritze;Ritze;vp-Hp;a.B.;DE18914;20160209;;4
LRIW;Rhinow;Rhinow;Bf;a.B.;DE18858;20201001;;1
LRIWM;Rhinow Marktplatz;Rhinow Marktpl;Bush;Betrieb;;19990101;;0
LRK;Rackwitz (b Leipzig);Rackwitz (b Lpz);Bf;Betrieb;DE18582;20200401;;4
LRKN;Redekin;Redekin;Hp;a.B.;DE18703;20200401;;4
LRL;Rübeland;Rübeland;vp-Bf;Betrieb;DE19106;20201001;;4
LRL K;Rübeland Kalkwerk;Rübeland Kalkw;fb-Bft;Betrieb;;20201001;;4
LRL W;Rübeland Werk 3;Rübeland Werk 3;fb-Bft;Betrieb;;20201001;;4
LRLZ;Rübeland Felswerke GmbH Werk VI;Rübel Felswerke;vp-Anst;a.B.;DE19107;20201001;;4
LRMF;Leipzig-Rückmarsdorf;Lpz-Rückmarsdorf;Hp;Betrieb;DE16271;20200401;;4
LRMK;Remkersleben;Remkersleben;Hp;a.B.;DE18772;20040117;;4
LRN;Röblingen am See;Röblingen am See;Bf;Betrieb;DE18917;20200401;;4
LRNG;Röblingen am See DB-Grenze;Röblingen DB-Gr;Gp;Betrieb;DE18918;20200401;;4
LRO;Halle Rosengarten;Rosengarten;Hp;Betrieb;DE14344;20200401;;4
LROD;Rodleben;Rodleben;Bft;Betrieb;DE18954;20200401;;4
LROE;Röcken;Röcken;Hp;a.B.;DE18922;20200401;;4
LROH;Rotes Haus;Rotes Haus;vp-Hp;Betrieb;DE19064;20090402;;4
LROI;Roitzsch (Kr Bitterfeld);Roitzsch;Bf;Betrieb;DE18975;20200401;;4
LROS;Rositz;Rositz;vp-Bf;a.B.;DE19008;20090424;;4
LROT;Rositz Teerverarbeitungswerk;Rositz Teerverar;vp-Hp;a.B.;DE19009;20090424;;4
LRRV;Rosslau-Rodleben;Rosslau-Rodleben;Awanst;Betrieb;DE19026;20200401;;4
LRS;Reinstedt;Reinstedt;Hp;a.B.;DE18765;20201001;;4
LRTB;Wernigerode Rautenbach;Rautenbach;Anst;Betrieb;DE21025;20201001;;4
LRVB;Roßlau (Elbe) Abzw Rvb/Rodleben;Roßlau Rvb/Rodl;Abzw Anst;a.B.;DE19022;20200401;;4
LRW;Rathenow;Rathenow;Bf;Betrieb;DE18658;20200401;;4
LRW B;Rathenow Bammer Landstraße;Rathenow Bamm Ls;Bush;Betrieb;;19990101;;0
LRW G;Rathenow Große Milower Straße;Rathenow GrMilSt;Bush;Betrieb;;19990101;;0
LRW K;Rathenow Kreissparkasse;Rathenow Kreissp;Bush;Betrieb;;19990101;;0
LRW M;Rathenow Karl-Marx-Platz;Rathenow Marx-Pl;Bush;Betrieb;;19990101;;0
LRW S;Rathenow Waldschloß;Rathenow Waldsch;Bush;Betrieb;;19990101;;0
LRW W;Rathenow Weinberg;Rathenow Weinbg;Bush;Betrieb;;19990101;;0
LRWA;Roßlau (Elbe) Stw Rwa;Roßlau Stw Rwa;Bft;Betrieb;DE19023;20200401;;4
LRWD;Rathenow DB-Grenze;Rathenow DB-Gr;Gp;Betrieb;DE18660;20200401;;4
LRWG;Rathenow Nord Getreidewirtschaft;Rathenow N Getr;Anst;a.B.;DE18661;20201001;;1
LRWN;Rathenow Nord;Rathenow Nord;NE-Hp;Betrieb;;20121001;;0
LRZ;Röcknitz;Röcknitz;vp-Anst;Betrieb;DE18924;20200401;;4
LS;Stendal Hauptbahnhof;Stendal Hbf;Bf;Betrieb;DE19973;20200401;;4
LS  G;Stendal Gbf;Stendal Gbf;Bft;Betrieb;DE19974;20081214;;4
LS  V;Stendal Vorbahnhof Bft;Stendal Vor Bft;Bft;Betrieb;DE21602;20151215;;4
LS  X;Stendal Werk;Stendal Werk;Bft;Betrieb;DE19978;20030101;;4
LSA;Sandersdorf (Kr Bitterfeld);Sandersdorf;Bf;a.B.;DE19243;20040810;;4
LSAB;Schattberge;Schattberge;Hp;a.B.;DE19313;20200401;;4
LSAD;Sachsendorf (b Calbe);Sachsendorf(Cal);Bf;Betrieb;DE19194;20201001;;4
LSAE;Schadeberg-Dülseberg;Schadebg-Dülsebg;NE-Hp;a.B.;;20060701;;0
LSAG;Schadeberg;Schadeberg;NE-Hp;a.B.;;20060701;;0
LSAM;Salzmünde;Salzmünde;Bf;a.B.;DE19224;20200401;;4
LSAR;Scharlibbe;Scharlibbe;Bf;a.B.;DE19306;20200401;;4
LSAW;Schadeberg-Schadewohl;Schadebg-Schadew;NE-Hp;a.B.;;20060701;;0
LSB;Schönebeck (Elbe);Schönebeck(Elbe);Bf;Betrieb;DE19442;20200401;;4
LSB G;Schönebeck (Elbe) Gbf;Schöneb (E) Gbf;Bft;Betrieb;DE19443;20200401;;4
LSBA;Schönebeck (Elbe) Sprengstoffwerk;Schb Sprengstoff;Anst;Betrieb;DE19445;20200401;;4
LSBE;Schönebeck-Bad Salzelmen;Schb-Salzelmen;Bf;Betrieb;DE19448;20200401;;4
LSBF;Schönebeck-Felgeleben;Schb-Felgeleben;Hp;Betrieb;DE19449;20200401;;4
LSBG;Schanzberg;Schanzberg;Awanst;Betrieb;DE19303;20200401;;4
LSBK;Schwanebeck;Schwanebeck;Bf;a.B.;DE19538;20201001;;4
LSBO;Schönebeck-Frohse;Schöneb-Frohse;Hp;Betrieb;DE19450;20200401;;4
LSBR;Halle Steintorbrücke;Steintorbrücke;Bft;Betrieb;DE14346;20200401;;4
LSBS;Schönebeck (Elbe) Süd;Schönebeck Süd;Hp;Betrieb;DE19446;20200401;;4
LSBT;Saubachtal;Saubachtal;Bf;Betrieb;DE19276;20200401;;4
LSBU;Stapelburg;Stapelburg;Hp;Betrieb;DE19911;20201001;;4
LSBW;Schönebeck (Elbe) West;Schöneb (E)West;Hp;a.B.;DE19447;20200401;;4
LSBX;Schönebeck (Elbe) ESTW-UZ;Schönebeck ESTW;BZ;Betrieb;DE24801;20200401;;4
LSC;Schmon;Schmon;vp-Hp;a.B.;DE19408;20141214;;4
LSCH;Scharteucke;Scharteucke;Hp;a.B.;DE19310;20200401;;4
LSCK;Schackensleben;Schackensleben;Hp;a.B.;DE19281;20200401;;4
LSCR;Schierke;Schierke;NE-Bf;Betrieb;;20081214;;0
LSD;Schkeuditz;Schkeuditz;Bf;Betrieb;DE19345;20200401;;4
LSD L;Schkeuditz Luftfrachtumschlagbahnhof;Schkeuditz LUB;Bft;Betrieb;DE19346;20080101;;4
LSD U;Schkeuditz Übergabegleis;Schkeuditz Ügl;Bft;Betrieb;DE19347;20081214;;4
LSDL;Schneidlingen;Schneidlingen;Bf;a.B.;DE19422;20201001;;4
LSDO;Schkeuditz Ost;Schkeuditz Ost;Hp;Planung;DE24977;20201001;;4
LSDW;Schkeuditz West;Schkeuditz West;Hp;Betrieb;DE19348;20200401;;4
LSE;Seelingstädt (b Brandis);Seelingst(b Bra);vp-Bf;Betrieb;DE19658;20110712;;4
LSEE;Tornitz Seehof;Seehof Abzw;Abzw;Betrieb;DE20298;20201001;;4
LSEG;Tornitz Seehof DB-Grenze;Seehof DB-Gr;Gp;Planung;DE20299;20201001;;4
LSEH;Leipzig-Sellerhausen;Sellerhausen;Hp;Betrieb;DE16273;20200401;;4
LSEHA;Leipzig Annenstraße;Lpz Annenstr;Bush;Betrieb;;20201027;;0
LSEL;Leipzig Olbrichtstraße;Lpz Olbrichtstr;Hp Üst;Betrieb;DE16229;20200401;;4
LSET;Quarz- und Porphyrwerk Trebsen;Trebsen Quartzw;vp-Anst;Betrieb;DE18562;20110712;;4
LSF;Staßfurt;Staßfurt;Bf;Betrieb;DE19920;20201001;;4
LSF G;Staßfurt Gbf;Staßfurt Gbf;Bft;Betrieb;DE19922;20201001;;4
LSF W;Staßfurt Südbf;Staßfurt Südbf;Bft;a.B.;DE19924;20201001;;4
LSFD;Steinfeld (b Stendal);Steinfeld(b Stl);Hp;Betrieb;DE19954;20200401;;4
LSFH;Stendal Hochschule;Stendal Hochsch;Hp;Betrieb;DE21576;20200401;;4
LSG;Schwaneberg;Schwaneberg;Hp;a.B.;DE19540;20200401;;4
LSGL;Straßberg-Glasebach;Straßberg-Glaseb;NE-Hp;Betrieb;;20081214;;0
LSH;Schönhausen (Elbe);Schönhausen (E);Bf;Betrieb;DE19472;20200401;;4
LSHH;Schönhausen HGV;Schönhausen HGV;Bf;Betrieb;DE19473;20200401;20270531;4
LSHS;Schönhausen Siedlung;Schönh Siedlung;Hp;a.B.;DE19474;20200401;;4
LSHW;Schönhausen West Abzw;Schön West Abzw;Abzw;Planung;DE25208;20210601;;4
LSI;Siedenlangenbeck;Siedenlangenbeck;Bf;a.B.;DE19723;20041031;;4
LSIB;Silberhütte (Anh);Silberhütte Anh;NE-Bf;Betrieb;;20081214;;0
LSIE;Sieversdorf (b Neustadt/Dosse);Sieversdorf;Bf;a.B.;DE19743;20201001;;1
LSIEB;Sieversdorf (b Neustadt/Dosse) Bushst;Sieversdorf Bush;Bush;Betrieb;;19990101;;0
LSIS;Schierstedt;Schierstedt;Hp;Betrieb;DE19335;20201001;;4
LSK;Solpke;Solpke;Bf;Betrieb;DE19805;20200401;;4
LSKL;Schkortleben;Schkortleben;Hp;a.B.;DE19351;20200401;;4
LSKW;Seehausen (Kr Wanzleben);Seehausen(Kr Wa);Hp;a.B.;DE19654;20040117;;4
LSL;Sandersleben (Anh);Sandersleben Anh;Bf;Betrieb;DE19244;20201001;;4
LSLB;Siersleben;Siersleben;Hp;a.B.;DE19741;20201001;;4
LSM;Schönhauser Damm;Schönhauser Damm;Bf;Betrieb;DE19475;20200401;;4
LSMS;Salzmünde Süd;Salzmünde Süd;Bf;a.B.;DE19225;20200401;;4
LSNA;Seehausen (Altm);Seehausen (Altm);Hp;Betrieb;DE19653;20201001;;1
LSND;Sandau (Elbe);Sandau (Elbe);Bf;a.B.;DE19236;20200401;;4
LSO;Stendal Ost;Stendal Ost;Bf;a.B.;DE19975;20200401;;4
LSOA;Stendal Ost Raw;Stendal Ost Raw;Anst;a.B.;DE19976;20200401;;4
LSOF;Schönfeld (Elbe);Schönfeld Elbe;Hp;a.B.;DE19462;20200401;;4
LSOL;Söllichau;Söllichau;vp-Bf;Betrieb;DE19795;20090402;;4
LSOR;Sorge;Sorge;NE-Hp;Betrieb;;20081214;;0
LSP;Schkopau;Schkopau;Bf;Betrieb;DE19350;20200401;;4
LSPA;Spaatz;Spaatz;Hp;a.B.;DE19838;20201001;;1
LSPAB;Spaatz Bushst;Spaatz Bushst;Bush;Betrieb;;19990101;;0
LSPH;Sophienhof                           HSB;Sophienhof   HSB;NE-Hp;Betrieb;;20081214;;0
LSQ;Stendal Bedienstandort;Stendal BSO;BSO;Planung;;20200401;;4
LSR;Steinerne Renne;Steinerne Renne;NE-Bf;Betrieb;;20081214;;0
LSRP;Schkölen-Räpitz;Schkölen-Räp;Hp;a.B.;DE19349;20200401;;4
LSRU;Schraplau;Schraplau;vp-Bf;Betrieb;DE19504;20130105;;4
LSS;Stendal-Stadtsee;Stendal-Stadtsee;Hp;Betrieb;DE19979;20200401;;4
LSST;Schafstädt;Schafstädt;Hp;a.B.;DE19291;20170315;;4
LST;Stedten;Stedten;vp-Hp;a.B.;DE19932;20141214;;4
LSTA;Straach;Straach;Bf;a.B.;DE20019;20200401;;4
LSTB;Steinbach (Kr Geithain);Steinbach Kr Gei;Hp;a.B.;DE19947;20200401;;4
LSTE;Sternhaus-Ramberg;Sternh-Ramberg;NE-Bf;Betrieb;;20081214;;0
LSTF;Stumsdorf;Stumsdorf;Bf;Betrieb;DE20061;20200401;;4
LSTG;Leipzig Allee Center;Allee Center;Hp;Betrieb;DE16203;20200401;;4
LSTH;Sternhaus-Haferfeld;Sternhaus-Haferf;NE-Hp;Betrieb;;20081214;;0
LSTI;Stiege;Stiege;NE-Bf;Betrieb;;20081214;;0
LSTK;Ströbeck;Ströbeck;Awanst;Betrieb;DE20045;20201001;;4
LSTL;Staffelde;Staffelde;Abzw;Betrieb;DE19905;20200401;;4
LSTN;Stünzhain;Stünzhain;Abzw;a.B.;DE20058;20200401;;4
LSTO;Steinitz (Altm) Ost;Steinitz Ost;NE-Hp;a.B.;;20060701;;0
LSTR;Straßberg (Harz);Straßberg Harz;NE-Bf;Betrieb;;20081214;;0
LSTW;Stechow;Stechow;Bush;Betrieb;;19990101;;0
LSTWN;Stechow Abzw.Nennhausen;Stechow A-Nennh;Bush;Betrieb;;19990101;;0
LSTZ;Steinitz (Altm);Steinitz (Altm);NE-Hp;a.B.;;20060701;;0
LSU;Sachau;Sachau;vp-Hp;a.B.;DE19191;20201001;;4
LSUE;Halle-Südstadt;Südstadt;Bf;Betrieb;DE14362;20200401;;4
LSUEA;Halle-Südstadt Bft Sa;Südstadt Bft Sa;Bft;Betrieb;DE14363;20081214;;4
LSUP;Süplingen Hp;Süplingen;vp-Hp;Betrieb;DE20135;20081214;;4
LSUPA;Süplingen Abzw;Süplingen Abzw;vp-Abzw;Betrieb;DE20134;20081214;;4
LSUR;Bad Suderode;Bad Suderode;vp-Bf;Betrieb;DE10556;20201001;;4
LSV;Stendal Vorbf;Stendal Vorbf;Hp;Betrieb;DE19977;20090205;;4
LSVS;Leipzig Slevogtstraße;Lpz Slevogtstr;Hp;Betrieb;DE16236;20200401;;4
LSVSH;Leipzig Möckernscher Markt;Lpz Möckern Mark;Bush;Betrieb;;20200204;;0
LSW;Salzwedel;Salzwedel;Bf;Betrieb;DE19226;20200401;;4
LSW 1;Salzwedel;Salzwedel;Est;Betrieb;;20050519;;0
LSW G;Salzwedel Gbf;Salzwedel Gbf;Bft;Betrieb;DE19228;20081214;;4
LSWA;Salzwedel-Altstadt;Salzwedel-Altst;Hp Bk;a.B.;DE19231;20041031;;4
LSWQ;Brandenbg-Altst Stahl-und Walzwerk Quenz;Bn Alt Sww Quenz;NE-Bft;Betrieb;;20101212;;0
LSWT;Salzwedel Altperver Tor;Salzw Altperv T;Hp Anst;a.B.;DE19227;20040313;;4
LSWZ;Schochwitz;Schochwitz;Bf;a.B.;DE19428;20200401;;4
LSX;Saxdorf;Saxdorf;Bk;Betrieb;DE21646;20200401;;4
LSZB;Schwanebeck Zementwerk;Zementw Schwaneb;Anst;a.B.;DE19539;20201001;;4
LT;Theißen;Theißen;Bf;Betrieb;DE20253;20081214;;4
LTB;Trebitz (Elbe);Trebitz (Elbe);vp-Hp;Betrieb;DE20323;20090402;;4
LTC;Taucha (b Leipzig);Taucha (b Lpz);Bf;Betrieb;DE20193;20200401;;4
LTE;Teicha;Teicha;Hp;Betrieb;DE20199;20081214;;4
LTF;Tiefenbachmühle;Tiefenbachmühle;NE-Hp;Betrieb;;20081214;;0
LTG;Torgau;Torgau;Bf;Betrieb;DE20290;20200401;;4
LTG E;Torgau (Et);Torgau (Et);Bft;Betrieb;DE20291;20081214;;4
LTGG;Torgau DB-Grenze;Torgau DB-Gr;Gp;a.B.;DE20292;20200401;;4
LTH;Tangerhütte;Tangerhütte;Bf;Betrieb;DE20172;20200401;;4
LTH B;Tangerhütte Betriebsbahnhof;Tangerhütte Bbf;Bft;Betrieb;DE21721;20181209;;4
LTHI;Thießen;Thießen;Hp Bk;a.B.;DE20261;20200401;;4
LTL;Thale Hbf;Thale Hbf;Bf;Betrieb;DE20233;20201001;;4
LTLB;Thale Bodetal;Thale Bodetal;Bf;a.B.;DE20232;20201001;;4
LTLM;Thale Musestieg;Thale Musestieg;Hp;Betrieb;DE20234;20201001;;4
LTLN;Thale Nord;Thale Nord;Anst;a.B.;DE20235;20201001;;4
LTM;Tangermünde;Tangermünde;Hp;Betrieb;DE20173;20081214;;4
LTMN;Tangermünde Nord;Tangermünde Nord;Hp;a.B.;DE20174;20040323;;4
LTMW;Tangermünde West;Tangermünde West;Hp;Betrieb;DE20175;20081214;;4
LTN;Tornitz;Tornitz;Abzw;Betrieb;DE20296;20201001;;4
LTNG;Tornitz DB-Grenze;Tornitz DB-Gr;Gp;Planung;DE20297;20201001;;4
LTNH;Tautenhain;Tautenhain;Hp;Betrieb;DE20196;20081214;;4
LTNZ;Trebnitz Streckenwechsel 6410/6411;Trebnitz Strw;Strw;Betrieb;DE20325;20200401;;4
LTO;Leipzig Torgauer Straße;Lpz Torgauer Str;Abzw;a.B.;DE16239;20200401;;4
LTRA;Trachenau;Trachenau;Abzw;a.B.;DE20305;20200401;;4
LTRB;Trebitz (b Könnern);Trebitz(b Könn);Hp;Betrieb;DE20322;20201001;;4
LTRE;Trebsen (Mulde);Trebsen (Mulde);vp-Bf;Betrieb;DE20326;20110712;;4
LTRG;Trebsen (Mulde) Getreidesilo;Trebsen Getreide;vp-Awanst;Betrieb;DE20327;20110712;;4
LTRL;Treben-Lehma;Treben-Lehma;Hp Üst;Betrieb;DE20320;20200401;;4
LTT;Teutschenthal;Teutschenthal;Bf;Betrieb;DE20230;20200401;;4
LTTO;Teutschenthal Ost;Teutschenth Ost;Hp;Betrieb;DE20231;20200401;;4
LTU;Trebbichau;Trebbichau;vp-Hp;a.B.;DE20318;20201001;;4
LTUM;Tucheim;Tucheim;Hp;a.B.;DE20378;20200401;;4
LTUS;Tucheim Schule;Tucheim Schule;Hp;a.B.;DE20379;20200401;;4
LTY;Tylsen;Tylsen;NE-Hp;a.B.;;20060701;;0
LTZ;Tröglitz;Tröglitz;vp-Bf;Betrieb;DE20362;20130412;;4
LUBG;Unterberg;Unterberg;NE-Anst;Betrieb;;20081214;;0
LUEB;Uebigau;Uebigau;Hp;Betrieb;DE20421;20200401;;4
LUM;Großdalzig Umspannwerk;Großdalzig Umspw;Awanst;a.B.;DE14047;20200312;;4
LUMD;Dölbau Umspannwerk;Umspannwerk;Anst;a.B.;DE12278;20200401;;4
LUN;Unterschwöditz;Unterschwöditz;Abzw;a.B.;DE20521;20030101;;4
LUS;Uchtspringe;Uchtspringe;Bf;Betrieb;DE20411;20200401;;4
LV;Vogelgesang (Kr Torgau);Vogelgesang Kr T;vp-Hp;a.B.;DE20626;20200401;;4
LVA;Vahldorf;Vahldorf;Hp;Betrieb;DE20550;20081214;;4
LVD;Vogelsdorf;Vogelsdorf;Hp;a.B.;DE20630;20201001;;4
LVG;Vinzelberg;Vinzelberg;Bf;Betrieb;DE20618;20200401;;4
LVH;Vahrholz;Vahrholz;Hp;a.B.;DE20551;20200401;;4
LVL;Völpke (Kr Oschersleben);Völpke(Kr Osch);Bf;a.B.;DE20654;20200401;;4
LVT;Vatterode;Vatterode;vp-Hp;Betrieb;DE20560;20160701;;4
LVTT;Vatteröder Teich;Vatteröder Teich;vp-Hp;Betrieb;DE20561;20160701;;4
LW;Lutherstadt Wittenberg Hbf;Lu Wittenberg;Bf;Betrieb;DE16628;20200401;;4
LWAB;Walbeck;Walbeck;vp-Hp;Betrieb;DE20693;20081214;;4
LWAE;Wählitz Werkbf;Wählitz Werkbf;NE-Bf;Betrieb;;20081214;;0
LWAG;Wahrberg;Wahrberg;Hp;a.B.;DE20686;20201001;;4
LWAL;Wallendorf (b Merseburg);Wallendorf b Mrs;Hp;a.B.;DE20730;20200401;;4
LWAN;Wansleben am See;Wansleben am See;Hp;Betrieb;DE20777;20200401;;4
LWAU;Waldau (b Zeitz);Waldau (b Zeitz);Hp;a.B.;DE20695;20030101;;4
LWAW;Wallstawe;Wallstawe;NE-Bf;a.B.;;20060701;;0
LWB;Welsleben;Welsleben;Bf;a.B.;DE20965;20200401;;4
LWBH;Lutherstadt Wittenberg Hafen;Lu Wittenb Hafen;Bk;a.B.;DE24782;20200401;;4
LWBU;Webau;Webau;Bf;Betrieb;DE20825;20200401;;4
LWCH;Wiesebach;Wiesebach;Hp;a.B.;DE21115;20200401;;4
LWD;Wernigerode Hauptbahnhof;Wernigerode Hbf;Bf;Betrieb;DE21023;20201001;;4
LWD B;Wernigerode Busbf;Wernigerode Bus;Bush;Betrieb;;19990101;;0
LWDE;Wernigerode Elmowerk;Wernig Elmowerk;Hp;Betrieb;DE21024;20201001;;4
LWDF;Weickelsdorf;Weickelsdorf;Hp;a.B.;DE20859;20030101;;4
LWDH;Wernigerode-Hasserode;Werniger Hassero;NE-Bf;Betrieb;;20081214;;0
LWDK;Wernigerode Hochschule Harz;Wernig HS Harz;NE-Hp;Betrieb;;20081214;;0
LWDO;Wernsdorf (b Penig);Wernsdorf;Hp;a.B.;DE21026;20200401;;4
LWDT;Wernigerode Westerntor;Wernigerode West;NE-Bf;Betrieb;;20081214;;0
LWEF;Weferlingen;Weferlingen;vp-Bf;Betrieb;DE20837;20081214;;4
LWEG;Wegeleben;Wegeleben;Bf;Betrieb;DE20845;20201001;;4
LWEK;Weferlingen Kalkwerk I Meldestelle 15;Kalkwerk I;vp-Anst;Betrieb;DE20838;20081214;;4
LWEL;Welsau;Welsau;vp-Hp;Betrieb;DE20962;20090402;;4
LWEN;Westeregeln;Westeregeln;Hp;a.B.;DE21049;20201001;;4
LWES;Weferlingen Sand-u.Tonwerke;Weferl Sand-u T;vp-Anst;a.B.;DE20840;20060216;;4
LWET;Lutherstadt Wittenberg Altstadt;Lu Wittenb Altst;Hp;Betrieb;DE16629;20200401;;4
LWEW;Weferlingen Kalkwerk II;Kalkwerk II;vp-Anst;Betrieb;DE20839;20081214;;4
LWEZ;Weferlingen Zuckerfabrik;Weferln Zuckerf;vp-Hp Anst;Betrieb;DE20841;20081214;;4
LWF;Wefensleben;Wefensleben;Bf;Betrieb;DE20836;20200401;;4
LWFG;Blumenberg Westfalen AG;Westfalen AG;vp-Bft;Betrieb;DE11356;20160201;;4
LWFH;Welfesholz;Welfesholz;Bf;a.B.;DE20955;20201001;;4
LWG;Weißandt-Gölzau;Weißandt-Gölzau;Hp;Betrieb;DE20920;20200512;;4
LWG T;Weißandt-Gölzau Tanzfleck;Weißandt-G Tanzf;Bush;;;20181220;;0
LWH;Wahlitz;Wahlitz;Hp Bk;Betrieb;DE20682;20200401;;4
LWI;Wiederitzsch;Wiederitzsch;Bf;Betrieb;DE21086;20200401;;4
LWID;Winterfeld;Winterfeld;NE-Hp Anst;a.B.;;20060701;;0
LWIE;Wieblitz-Eversdorf;Wieblitz-Eversdf;NE-Hp Anst;a.B.;;20060701;;0
LWIO;Wiederitzsch Awanst Ost;Wiederi Awa Ost;Awanst;Planung;DE25131;20201201;;4
LWIP;Wippra;Wippra;vp-Hp;Betrieb;DE21212;20160701;;4
LWIW;Wiederitzsch Awanst West;Wiederi Awa West;Awanst;Planung;DE25132;20201201;;4
LWL;Wellen (b Magdeburg);Wellen;Hp Üst;Betrieb;DE20958;20200401;;4
LWLS;Wolmirstedt;Wolmirstedt;Bf;Betrieb;DE21286;20200401;;4
LWM;Wuitz-Mumsdorf;Wuitz-Mumsdorf;Hp;a.B.;DE21359;20130611;;4
LWN;Halle Wohnstadt Nord;Wohnstadt Nord;Bft;Betrieb;DE14350;20200401;;4
LWND;Lutherstadt Wittenberg-Labetz;Lu Wb-Labetz;Hp;Betrieb;DE16632;20200401;;4
LWO;Wolfen (Kr Bitterfeld);Wolfen (Kr Bitt);Bf;Betrieb;DE21256;20200401;;4
LWOE;Wörblitz;Wörblitz;vp-Hp Anst;a.B.;DE21298;20200401;;4
LWOF;Wolfsfelde;Wolfsfelde;Abzw;ehemals;DE21270;20041212;;4
LWOL;Woltersdorf (b Magdeburg);Woltersdorf b Mg;vp-Hp;a.B.;DE21292;20160109;;4
LWOR;Wolferode;Wolferode;Hp Bk;Betrieb;DE21261;20200401;;4
LWOZ;Wörlitz;Wörlitz;vp-Bf;Betrieb;DE21299;20200401;;4
LWP;Lutherstadt Wittenberg-Piesteritz;Lu Wb-Piesteritz;Bf;Betrieb;DE16630;20200401;;4
LWPN;Wölpern;Wölpern;Hp;a.B.;DE21290;20200401;;4
LWPW;Lutherstadt Wittenberg-Piesteritz Werkbf;Lu Wb-Pieste Wbf;Bf;Betrieb;DE16630;20200401;;4
LWPWN;Lu Wittenberg-Piesteritz Werkbf Nordwerk;Pieste Wbf Nord;Bft;Betrieb;DE21715;20190131;;4
LWPWO;Lu Wittenberg-Piesteritz Werkbf Ostseite;Lu Wb-P Wbf Ost;Bft;Betrieb;DE24777;20200401;;4
LWPWS;Lu Wittenberg-Piesteritz Werkbf Südwerk;Pieste Wbf Süd;Bft;Betrieb;DE21716;20190131;;4
LWPWW;Lu Wittenberg-Piesteritz Werkbf West;Lu Wb-P Wbf West;Bft;Betrieb;DE24776;20200401;;4
LWQ;Lutherstadt Wittenberg Bedienstandort;Lu Wittenbg BSO;BSO;Planung;;20200401;;4
LWR;Wasserleben;Wasserleben;Bf;a.B.;DE20811;20201001;;4
LWRH;Wiershorst;Wiershorst;NE-Hp;a.B.;;20060701;;0
LWST;Wegenstedt;Wegenstedt;Hp;Betrieb;DE20846;20090716;;4
LWT;Werkleitz;Werkleitz;Abzw;Betrieb;DE21008;20201001;;4
LWTG;Werkleitz DB-Grenze;Werkleitz DB-Gr;Gp;Planung;DE21009;20201001;;4
LWU;Wulfen (Anh);Wulfen (Anhalt);Hp Bk;Betrieb;DE21361;20201001;;4
LWUL;Wulkau;Wulkau;Hp Anst;a.B.;DE21364;20200401;;4
LWUZ;Wusterwitz;Wusterwitz;Bf;Betrieb;DE21410;20200401;;4
LWWZ;Wallwitz (Saalkr);Wallwitz(Saalkr);Bf;Betrieb;DE20741;20081214;;4
LWZ;Wurzen;Wurzen;Bf;Betrieb;DE21398;20200401;;4
LWZE;Wetterzeube;Wetterzeube;Bf;Betrieb;DE21076;20081214;;4
LWZL;Wanzleben (b Magdeburg);Wanzleben (b Mg);vp-Bft;Betrieb;DE20778;20160201;;4
LWZW;Bennewitz;Bennewitz;Hp;Betrieb;DE10769;20200401;;4
LWZZ;Wanzleben (b Magdeburg) Zuckerfabrik;Wanzlbn Zuckerfb;vp-Bft;Betrieb;DE20779;20160201;;4
LZ;Zeitz;Zeitz;Bf;Betrieb;DE21442;20081214;;4
LZ  G;Zeitz Gbf;Zeitz Gbf;Bft;Betrieb;DE21445;20081214;;4
LZA;Zahna;Zahna;Bf;Betrieb;DE21422;20200401;;4
LZAA;Zauschwitz                        (Abzw);Zauschwitz  Abzw;Abzw;ehemals;DE21427;20200401;;4
LZAU;Zauschwitz;Zauschwitz;Bk;Betrieb;DE21661;20081214;;4
LZB;Zörbig;Zörbig;Bf;a.B.;DE21512;20040810;;4
LZBG;Zörbig Getreidewirtschaft;ZörbigGetreidew;Anst;a.B.;DE21513;20040810;;4
LZBN;Zscherben;Zscherben;Hp Bk;Betrieb;DE21524;20200401;;4
LZBR;Zöberitz;Zöberitz;Hp;Betrieb;DE21505;20200401;;4
LZBRB;Zöberitz Bahnhofstraße;Zöberitz Bf-Str;Bush;Betrieb;;20210107;;0
LZD;Zellendorf;Zellendorf;Hp;Betrieb;DE21451;20201001;;1
LZE;Zerbst/Anhalt;Zerbst/Anhalt;Hp;Betrieb;DE21463;20200401;;4
